age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,year,previous_cat,campaign_cat
32,2,1,2,1,1,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
52,3,3,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
33,4,2,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
35,10,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
25,4,2,1,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
31,4,1,3,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
59,1,1,1,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
28,2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,5,2,5,1,1,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
26,7,2,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
28,2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,3,1,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
31,9,1,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
57,3,1,1,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
33,4,2,4,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
43,4,3,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,1,2008,1,2
34,5,2,6,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
47,5,1,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
28,2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,4,2,1,1,2,1,3,2,12,0,1.4,93.918,-42.7,4.962,0,2008,1,6
27,3,2,5,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,1,2008,1,4
37,10,1,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
38,4,2,4,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
28,2,1,2,1,1,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
26,4,2,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
36,3,1,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
31,3,2,2,1,1,1,3,2,35,0,1.4,93.918,-42.7,4.962,0,2008,1,6
33,4,2,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
52,3,3,6,1,2,2,3,2,9,0,1.4,93.918,-42.7,4.962,0,2008,1,5
30,2,1,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,1,2008,1,3
27,3,2,5,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
28,4,1,4,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
28,2,2,2,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2008,1,4
26,3,2,4,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,1,2008,1,2
30,3,1,6,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
48,5,3,5,1,2,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
25,2,1,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
32,4,2,1,1,2,1,3,2,7,0,1.4,93.918,-42.7,4.962,0,2008,1,5
29,3,1,2,1,1,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
28,2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,3,2,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
45,10,1,6,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
43,4,3,4,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2008,1,4
49,2,3,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
33,2,1,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
30,5,2,2,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2008,1,4
31,3,2,2,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
43,3,1,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
30,5,2,5,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
34,7,2,6,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2008,1,4
34,5,1,5,1,2,1,3,2,7,0,1.4,93.918,-42.7,4.962,0,2008,1,5
38,4,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
55,6,1,3,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
33,4,1,3,1,2,1,3,2,11,0,1.4,93.918,-42.7,4.962,0,2008,1,6
48,7,1,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
34,10,2,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
42,4,1,3,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
35,3,1,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
43,4,3,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
27,3,2,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
28,5,1,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
34,4,1,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
40,2,3,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
23,3,2,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
28,2,1,2,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,5,2,6,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
28,2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
27,9,2,5,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
30,4,1,3,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
28,2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,5,2,5,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
24,5,1,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
24,11,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
33,3,2,2,1,1,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
48,5,1,5,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
26,4,1,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
26,5,2,5,1,1,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
50,10,1,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
24,11,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
25,4,2,1,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
35,2,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
54,3,1,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
35,2,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
35,2,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
42,5,3,4,1,2,1,3,2,6,0,1.4,93.918,-42.7,4.962,0,2008,1,5
56,8,3,5,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2008,1,4
24,11,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
55,5,3,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
33,3,1,6,1,2,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
32,10,1,4,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,3,2,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
25,2,1,2,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2008,1,4
29,5,2,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
52,3,3,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
32,3,1,4,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
32,7,1,6,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,4,2,1,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
29,3,2,4,1,1,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
39,3,1,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
30,5,2,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
37,3,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
29,3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
29,3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
45,5,1,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
38,4,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
33,3,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
35,9,2,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
33,3,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
45,5,1,5,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
59,6,3,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
45,5,3,4,1,1,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
52,6,1,5,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
38,4,1,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
42,10,1,4,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
28,5,3,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,5,3,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,5,3,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
54,2,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
54,2,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
37,7,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
29,3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
35,7,1,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
40,4,3,4,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
25,3,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
57,6,1,1,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,2,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,3,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
25,5,2,6,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
25,4,1,4,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
53,3,1,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
53,3,1,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,2,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
40,5,1,5,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
57,4,1,3,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,2,1,4,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
29,4,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
30,5,2,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
35,9,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
53,3,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
43,1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
51,4,1,1,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
43,1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
43,1,1,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
33,2,1,4,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
43,1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
43,1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
43,1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,3,2,2,1,1,1,3,3,4,0,1.4,93.918,-42.7,4.962,0,2008,1,4
43,1,1,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
48,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
43,1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
48,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
51,7,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
36,3,3,2,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
33,9,1,6,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
36,3,1,6,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
51,7,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
51,7,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
35,7,1,6,1,1,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
43,1,1,1,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
51,7,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
52,4,3,4,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
51,7,1,6,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
24,2,2,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,4,1,4,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
51,7,1,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
24,2,2,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
36,3,1,6,1,1,2,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
24,2,2,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
24,2,2,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
48,4,1,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
24,2,2,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
27,8,1,3,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
27,8,1,3,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
36,3,1,6,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,1,2008,1,2
34,5,1,5,1,2,1,3,3,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
34,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
41,5,2,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
43,4,1,3,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
30,3,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,3,2,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,5,1,5,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
42,5,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
48,10,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
24,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
26,2,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
54,7,1,6,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
59,4,3,4,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
36,4,1,3,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
27,3,2,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
51,5,1,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
36,4,1,3,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
40,4,3,4,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
51,5,1,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
27,3,2,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
51,5,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
27,3,2,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,4,1,1,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
33,2,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,2,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,4,1,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,7,2,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
39,10,3,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
49,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,8,1,4,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
40,3,1,5,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
30,4,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
30,4,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,3,1,6,1,1,1,3,3,8,0,1.4,93.918,-42.7,4.962,0,2008,1,5
36,3,1,6,1,2,2,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
31,7,2,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
32,4,1,1,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
31,5,3,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,5,3,5,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
24,4,2,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,8,1,4,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,5,3,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
31,5,3,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
28,5,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,8,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,5,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
37,5,2,5,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
26,4,2,1,1,2,2,3,3,3,0,1.4,93.918,-42.7,4.962,0,2008,1,3
34,4,1,3,1,1,1,3,3,3,0,1.4,93.918,-42.7,4.962,1,2008,1,3
55,3,3,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
55,3,3,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
32,5,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
45,4,3,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
45,4,3,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
43,3,1,6,1,2,1,3,3,13,0,1.4,93.918,-42.7,4.962,0,2008,1,6
33,3,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
52,6,1,5,1,2,1,3,3,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
45,4,3,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
28,4,2,5,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
23,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
37,4,2,1,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
52,4,3,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
33,3,2,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,5,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,5,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
52,7,1,5,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
26,5,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
36,3,3,2,1,2,2,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
26,4,1,4,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,3,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
49,4,2,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
34,3,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
46,1,1,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
41,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
42,4,1,4,1,2,1,3,3,10,0,1.4,93.918,-42.7,4.962,0,2008,1,5
51,3,1,6,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,1,2008,1,3
29,5,1,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
40,4,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
47,4,1,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,4,1,4,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,1,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
50,3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
25,4,2,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
26,3,1,2,1,2,2,3,3,5,0,1.4,93.918,-42.7,4.962,0,2008,1,5
22,11,2,2,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
32,5,2,6,1,1,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,3,2,2,1,1,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2008,1,2
43,3,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
41,4,2,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
40,8,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
40,8,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
31,4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
36,3,3,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
55,6,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
44,3,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
23,8,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2008,1,1
26,4,2,4,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2008,1,1
