job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,age_group,year,previous_cat,campaign_cat
3,1,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
5,2,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,2,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
2,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
5,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,3,5,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,3,4,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,1,1,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
3,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,1,4,2008,1,1
8,2,1,1,1,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,6,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
3,2,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
2,1,3,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
4,1,4,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,2,6,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,2,6,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,2,6,1,1,2,3,2,1,0,1.4,93.918,-42.7,4.962,1,2,2008,1,1
5,2,5,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,1,4,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,1,3,2008,1,1
2,2,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
9,1,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
5,2,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,2,5,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,2,6,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
4,1,3,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
5,2,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
7,2,4,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2,2008,1,4
3,1,6,1,2,1,3,2,5,0,1.4,93.918,-42.7,4.962,1,2,2008,1,5
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,3,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
5,3,5,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
5,2,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
4,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
4,2,3,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
4,1,6,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,2,2,1,1,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
4,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,2,5,1,1,1,3,2,6,0,1.4,93.918,-42.7,4.962,0,3,2008,1,5
2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
9,3,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,2,6,1,1,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,1,1,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,5,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,1,4,2008,1,2
6,3,1,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
6,3,1,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
7,1,6,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
5,2,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
6,3,1,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
3,2,6,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,3,2008,1,4
4,1,1,1,1,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,1,6,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,1,6,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
11,2,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
4,2,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,1,1,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
2,3,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,1,1,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,1,4,1,1,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
2,1,4,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,2,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,3,4,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,2,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
6,1,3,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,1,2008,1,3
10,1,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
3,2,6,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
10,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,1,4,2008,1,1
10,1,1,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,5,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
7,1,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
4,2,4,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,3,3,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
10,1,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,1,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
10,2,4,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
7,2,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
10,1,5,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,1,4,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,3,5,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,3,2008,1,4
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,1,4,1,2,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2,2008,1,5
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
7,2,6,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
3,2,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
4,3,4,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,1,6,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,1,6,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
3,1,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,3,2008,1,3
3,1,2,1,1,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
5,2,5,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,3,2008,1,3
4,2,4,1,1,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
4,3,4,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
6,3,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,1,2008,1,3
4,1,6,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
5,1,5,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,1,6,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,1,6,1,1,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
6,1,3,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
3,2,2,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
6,1,3,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,1,2008,1,2
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,2,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,3,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,1,4,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2,2008,1,4
3,1,5,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,1,1,2008,1,1
4,1,5,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
5,1,5,1,2,1,3,2,8,0,1.4,93.918,-42.7,4.962,0,2,2008,1,5
7,1,6,1,1,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
2,1,2,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,4,2008,1,4
4,1,4,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,3,2008,1,3
4,1,1,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
4,3,2,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
6,1,5,1,1,2,3,2,4,0,1.4,93.918,-42.7,4.962,0,1,2008,1,4
4,1,3,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,6,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
3,2,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,1,2,2008,1,3
4,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,1,2,2008,1,2
5,1,5,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
4,2,4,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
5,1,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
3,2,5,1,1,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
7,1,6,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,3,2008,1,4
4,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
2,1,3,1,2,1,3,2,6,0,1.4,93.918,-42.7,4.962,0,1,2008,1,5
2,3,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
2,1,2,1,1,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
3,3,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,1,2008,1,2
4,2,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
10,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
4,2,1,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
4,1,3,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
1,1,1,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,1,2008,1,2
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,2,5,1,1,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2,2008,1,5
7,2,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,1,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
9,1,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
3,1,1,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,1,2008,1,2
4,2,4,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
4,3,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,1,3,2008,1,2
5,2,6,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
5,1,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,2,1,1,2,1,3,2,12,0,1.4,93.918,-42.7,4.962,0,2,2008,1,6
3,2,5,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,1,4,2008,1,4
10,1,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
4,2,4,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
2,1,2,1,1,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,2,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
3,1,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
3,2,2,1,1,1,3,2,35,0,1.4,93.918,-42.7,4.962,0,2,2008,1,6
4,2,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
3,3,6,1,2,2,3,2,9,0,1.4,93.918,-42.7,4.962,0,1,2008,1,5
2,1,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,1,2,2008,1,3
3,2,5,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
4,1,4,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
2,2,2,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,4,2008,1,4
3,2,4,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,1,4,2008,1,2
3,1,6,1,2,2,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
5,3,5,1,2,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,3,2008,1,5
2,1,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
4,2,1,1,2,1,3,2,7,0,1.4,93.918,-42.7,4.962,0,2,2008,1,5
3,1,2,1,1,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,6,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
10,1,6,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,3,2008,1,3
4,3,4,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,3,2008,1,4
2,3,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
2,1,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
5,2,2,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2,2008,1,4
3,2,2,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
3,1,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
5,2,5,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
7,2,6,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,2,2008,1,4
5,1,5,1,2,1,3,2,7,0,1.4,93.918,-42.7,4.962,0,2,2008,1,5
4,1,4,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
6,1,3,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,1,2008,1,3
4,1,3,1,2,1,3,2,11,0,1.4,93.918,-42.7,4.962,0,2,2008,1,6
7,1,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,3,2008,1,3
10,2,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
4,1,3,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
3,1,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
4,3,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
3,2,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
5,1,5,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
4,1,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
2,3,2,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
3,2,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
2,1,2,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,2,6,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
2,1,2,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
9,2,5,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
4,1,3,1,2,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
2,1,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,2,5,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
5,1,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
11,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,2,1,1,2,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
5,1,5,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,3,2008,1,3
4,1,4,1,2,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
5,2,5,1,1,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,4,2008,1,5
10,1,6,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,1,2008,1,3
11,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
4,2,1,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
2,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,2,1,2,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,1,2008,1,3
2,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
2,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,3,4,1,2,1,3,2,6,0,1.4,93.918,-42.7,4.962,0,3,2008,1,5
8,3,5,1,2,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,1,2008,1,4
11,2,2,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,3,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
3,1,6,1,2,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,2,2008,1,5
10,1,4,1,2,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,2,5,1,1,1,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
2,1,2,1,1,1,3,2,4,0,1.4,93.918,-42.7,4.962,0,4,2008,1,4
5,2,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,4,2008,1,2
3,3,6,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,1,2008,1,2
3,1,4,1,1,1,3,2,3,0,1.4,93.918,-42.7,4.962,0,2,2008,1,3
7,1,6,1,2,2,3,2,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,2,1,1,1,1,3,2,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
3,2,4,1,1,1,3,2,5,0,1.4,93.918,-42.7,4.962,0,4,2008,1,5
3,1,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,2,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,1,5,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
9,2,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,1,5,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
6,3,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
5,3,4,1,1,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
6,1,5,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,1,2008,1,3
4,1,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
10,1,4,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,3,2008,1,2
5,3,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,3,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,3,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
2,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
2,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
7,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
7,1,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
4,3,4,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,3,2008,1,3
3,1,2,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
6,1,1,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
2,2,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
3,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
5,2,6,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
4,1,4,1,2,1,3,3,3,0,1.4,93.918,-42.7,4.962,0,4,2008,1,3
3,1,6,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,1,2008,1,1
3,1,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
2,1,4,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2,2008,1,1
5,1,5,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,1,3,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
2,1,4,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2,2008,1,1
4,1,2,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,4,2008,1,1
5,2,6,1,2,2,3,3,1,0,1.4,93.918,-42.7,4.962,0,2,2008,1,1
9,2,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,1,2,2008,1,1
3,1,6,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,1,2008,1,1
1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
4,1,1,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,1,2008,1,2
1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
1,1,1,1,1,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
2,1,4,1,2,1,3,3,2,0,1.4,93.918,-42.7,4.962,0,2,2008,1,2
1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
1,1,1,1,2,1,3,3,1,0,1.4,93.918,-42.7,4.962,0,3,2008,1,1
